Object ID,Is Public Domain,Department,AccessionYear,Object Name,Title,Culture,Artist Display Name,Artist Display Bio,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,City,Tags,Link Resource,Object Wikidata URL
3554,False,The American Wing,1978.0,Étagère,Étagère,American,Heywood Brothers and Wakefield Company,"American, 1897–1921",1897–1905,1897,1905,"Wicker, wood",63 3/8 x 29 5/8 x 16 1/4 in. (161 x 75.2 x 41.3 cm),Wakefield|Gardner,,http://www.metmuseum.org/art/collection/search/3554,https://www.wikidata.org/wiki/Q116370364
426805,False,Drawings and Prints,1930.0,"Prints Collection Ornament, Architecture","Quarter of a Ceiling with Mercury in a Painted Scene at Center, Framed by a Wide Border with a Bust in a Niche at the Corner, from Nouveau Liure de Placfond, part of Œuvres du Sr. D. Marot",,Daniel Marot the Elder; Pierre Husson,"French, Paris 1661–1752 The Hague|",published 1703 or 1712,1703,1712,Etching,"Sheet: 13 9/16 × 8 1/2 in. (34.4 × 21.6 cm)
Plate: 10 3/4 × 7 3/16 in. (27.3 × 18.2 cm)",The Hague,,http://www.metmuseum.org/art/collection/search/426805,
24855,True,Arms and Armor,1968.0,Percussion revolver,"Colt Model 1851 Navy Percussion Revolver, serial no. 2","American, Hartford, Connecticut",Samuel Colt,"American, Hartford, Connecticut 1814–1862",1850,1850,1850,"Steel, brass, silver, wood (walnut)","L. of barrel 7 1/2 in. (19.05 cm); Cal. .38 in. (10 mm)",Hartford,,http://www.metmuseum.org/art/collection/search/24855,https://www.wikidata.org/wiki/Q116240956
452766,True,Islamic Art,1975.0,Folio from an illustrated manuscript,"""Rustam's Seventh Course: He Kills the White Div"",  Folio from a Shahnama (Book of Kings)",,Abu'l Qasim Firdausi; Mu'in Musavvir,"Iranian, Paj ca. 940/41–1020 Tus|Iranian, active 1630s–90s",dated A.H. 1077/ 1666–67 CE,1641,1692,"Opaque watercolor, ink, silver, and gold on paper","H. 13 9/16 in. (34.5 cm)
W. 8 3/4 in. (22.2 cm)",Isfahan,"Weapons, Men",http://www.metmuseum.org/art/collection/search/452766,
2567,False,The American Wing,1933.0,Vase,Covered Vase,Dutch,Rose factory,1662–1854,1727–39,1727,1739,Earthenware,H. 13 1/4 in. (33.7 cm),Delft,,http://www.metmuseum.org/art/collection/search/2567,https://www.wikidata.org/wiki/Q116391316
665757,False,Drawings and Prints,1952.0,Print,"Fragmens antiques, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Jean Barbault; Bouchard & Gravier; Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1761,1761,1761,Etching,Plate: 14 3/4 × 10 3/16 in. (37.4 × 25.8 cm),Rome,,http://www.metmuseum.org/art/collection/search/665757,
1900,True,The American Wing,1960.0,Side Chair,Side Chair,American,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York",1791–1818,1791,1818,"Mahogany, brass",32 3/4 x 17 3/4 x 16 3/8 in. (83.2 x 45.1 x 41.6 cm),New York,,http://www.metmuseum.org/art/collection/search/1900,https://www.wikidata.org/wiki/Q116371907
503396,True,Musical Instruments,1990,Division Viol,Division Viol,British,Barak Norman,"British, 1651–1724 London",1692,1692,1692,Wood,"Height: 25 1/16 in. (63.7 cm)
Width: 13 11/16 in. (34.8 cm)
Depth: 4 11/16 in. (11.9 cm)",London,,http://www.metmuseum.org/art/collection/search/503396,https://www.wikidata.org/wiki/Q29385613
690121,False,Drawings and Prints,1952.0,Print,"Ancien Arc de Triomphe bâti par Auguste à Rimini, from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie",,Jean Barbault; Bouchard & Gravier; Giunchi Heritiers de Komarek; Dominico Montagu,"French, Viarmes 1718–1762 Rome|Rome| |Italian, active Rome, ca. 1750–76",1770,1770,1770,Etching,Plate: 7 1/16 × 11 in. (17.9 × 28 cm),Rome,,http://www.metmuseum.org/art/collection/search/690121,
693151,True,Drawings and Prints,1978.0,Print,The Dismissed Servant,,Louis Surugue; Etienne Jeaurat; Jean-Joseph Baléchou,"French, Paris ca. 1686–1762 Grand Vaux|French, Vermenton 1699–1789 Versailles|French, Arles 1716–1764 Avignon",ca. 1749,1744,1754,Engraving; second state,Sheet (trimmed): 14 3/4 × 10 1/2 in. (37.5 × 26.7 cm),Berlin,"Women, Servants",http://www.metmuseum.org/art/collection/search/693151,
7181,True,The American Wing,1946.0,Sauce dish,Hobnail Sauce Dish,American,"Hobbs, Brockunier and Company",1863–1891,after 1886,1887,1896,Pressed cranberry and opaque white glass,1 3/4 x 4 3/4 in. (4.4 x 12.1 cm),Wheeling,,http://www.metmuseum.org/art/collection/search/7181,https://www.wikidata.org/wiki/Q116346736
898800,False,Drawings and Prints,1941,Book,Livery (catalogue),,"Rogers, Peet & Company","American, founded 1874",1909,1909,1909,Photographic process,4 3/4 × 2 3/4 in. (12 × 7 cm),New Haven,,http://www.metmuseum.org/art/collection/search/898800,
660659,True,Drawings and Prints,1921.0,"Books Prints Ornament, Architecture","Splendore delle virtuose giovani, page 9 (verso)",,Iseppo Foresto; Jeronimo Calepino,"Italian, active Venice, 1557|",1564,1564,1564,Woodcut,Overall: 7 1/2 x 5 1/2 in. (19 x 14 cm),Venice,"Flowers, Vines",http://www.metmuseum.org/art/collection/search/660659,
681512,True,Drawings and Prints,1933.0,"Books Prints Ornament, Architecture",Modelbuch aller Art Nehens vn Stickens (Page 3v),,Christian Egenolff,"German, Hadamar 1502–1555 Frankfurt",1535,1535,1535,Woodcut,Overall: 7 5/16 x 5 5/16 in. (18.5 x 13.5 cm),Frankfurt am Main,Ornament,http://www.metmuseum.org/art/collection/search/681512,
708926,False,Arts of Africa  Oceania  and the Americas,2015.0,Photograph,"Woman outdoors – Ewe kente skirt, headtie and blouse",,Alex Agbaglo Acolatse,"Togolese, Kedzi 1880–1975 Lomé",1975,1975,1975,Gelatin silver print,H. 7 × W. 5 in. (17.8 × 12.7 cm),Lomé,"Portraits, Women",http://www.metmuseum.org/art/collection/search/708926,https://www.wikidata.org/wiki/Q96586206
377561,False,Drawings and Prints,1985.0,Print,Advertising Card for a Wall-mounted Candleholder and Shade: No. 46 Daniel Boone,,Charles Rohlfs,"American, Brooklyn, New York 1853–1936 Buffalo, New York",1907,1907,1907,"Half-tone commercial process, printed in brown ink on glossy wove paper",sheet: 6 x 3 1/2 in. (15.2 x 8.9 cm),Buffalo,"Lighting, Advertisements",http://www.metmuseum.org/art/collection/search/377561,
20029,True,The American Wing,2018.0,Tile,Tile,American,Charles Volkmar,"American, Baltimore, Maryland 1841–1914 Metuchen, New Jersey",ca. 1900–14,1897,1917,Earthenware,8 1/4 x 8 3/8 x 13/16 in. (21 x 21.3 x 2.1 cm),Metuchen|New York|the Bronx,Landscapes,http://www.metmuseum.org/art/collection/search/20029,https://www.wikidata.org/wiki/Q116393787
3155,True,The American Wing,1910.0,Desk and bookcase,Desk and bookcase,American,Nathaniel Gould,1734–1782,ca. 1779,1776,1779,Mahogany and white pine,105 x 45 x 24 in. (266.7 x 114.3 x 61 cm),Salem,,http://www.metmuseum.org/art/collection/search/3155,https://www.wikidata.org/wiki/Q116370671
16317,False,The American Wing,1997.0,Spoon,Tea Spoon,American,Jabez Baldwin,ca. 1777–1819,1800–1810,1800,1810,Silver,L. 5 1/2 in. (14 cm),Salem,,http://www.metmuseum.org/art/collection/search/16317,https://www.wikidata.org/wiki/Q116393488
446565,True,Islamic Art,1913.0,Folio from an illustrated manuscript,"""A Bathhouse Keeper is Consumed by Passion for his Beloved"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",,Amir Khusrau Dihlavi; Nar Singh,"Indian, Patiyali, 1253–1325 Delhi|",1597–98,1572,1623,"Main support: Ink, opaque watercolor and gold on paper
Margins: Gold on dyed paper","Image: H. 10 in. (25.4 cm)
            W. 6 1/2 in. (16.5 cm)
Page: H. 11 1/4 in. (28.6 cm)
           W. 7 7/8 in. (20 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)",Lahore,"Poetry, Men, Elephants, Horses",http://www.metmuseum.org/art/collection/search/446565,
21586,False,The American Wing,2013.0,Pitcher,Pitcher,American,Gorham Manufacturing Company,"American, Providence, Rhode Island, 1831–present",1882,1882,1882,Silver,"9 × 8 1/4 × 6 7/8 in., 33.308 Troy Ounces (22.9 × 21 × 17.5 cm, 1036g)",Providence,Fish,http://www.metmuseum.org/art/collection/search/21586,https://www.wikidata.org/wiki/Q116325078
347566,False,Drawings and Prints,1965.0,Book,Moidodyr,,Aminadav Moisseevich Kanevskiy; Korney Ivanovich Chukovskiy; Detgiz,"Russian, Kirovohrad, Ukraine 1898–1976 Moscow|Russian, St. Petersburg 1882–1969 Moscow|Leningrad",1962,1962,1962,Commercial color process,Overall: 10 15/16 x 8 7/16 x 1/8 in. (27.8 x 21.4 x 0.3 cm),Moscow,,http://www.metmuseum.org/art/collection/search/347566,
13523,False,The American Wing,1990.0,Ash tray,Ash Tray,American,Louis C. Tiffany; Tiffany Studios,"American, New York 1848–1933 New York|1902–32",ca. 1905–20,1902,1923,Bronze,2 1/2 x 3 5/8 x 4 1/4 in. (6.4 x 9.2 x 10.8 cm),New York,,http://www.metmuseum.org/art/collection/search/13523,https://www.wikidata.org/wiki/Q116329350
501676,True,Musical Instruments,1889,Trumpet in G,Trumpet in G,German,Michael Saurle,"German, active München, 1799–1872",1829,1829,1829,Brass,"L. without mouthpiece  51.4 cm., Diam. of bell  12.7 cm., Diam. of bore  0.387 in. within larger slide socket",Munich,,http://www.metmuseum.org/art/collection/search/501676,https://www.wikidata.org/wiki/Q116235475
746631,False,Drawings and Prints,1944.0,"Book Print Ornament, Architecture","Ornamental designs with grotesques and scrolling acanthus leaves after Aldegrever, Delacolombe, and Ducerceau",,Paul Androuet Ducerceau; Blaisot; Fleury Chavant; Imprimerie Lesauvage; Heinrich Aldegrever,"French, 1623–1710|French, active ca. 1812–41|French, 19th century|French, active Paris, second half 19th century|German, Paderborn ca. 1502–1555/1561 Soest",[after 1844],1844,1900,Lithograph,"Sheet: 9 7/16 × 12 3/16 in. (24 × 31 cm)
Book: 12 3/8 in. × 10 in. × 1 5/16 in. (31.5 × 25.4 × 3.3 cm)",Paris,,http://www.metmuseum.org/art/collection/search/746631,
347023,False,Drawings and Prints,1917.0,"Print, portfolio","Old Spanish Masters, Engraved by Timothy Cole, with Historical Notes by Charles H. Caffin and Comments by the Engraver",,Goya (Francisco de Goya y Lucientes); Bartolomé Estebán Murillo; Luis de Morales; Alonso Cano; Charles H. Caffin; Timothy Cole; The Century Company; Velázquez (Diego Rodríguez de Silva y Velázquez); Jusepe de Ribera (called Lo Spagnoletto); John C. Bauer; El Greco (Domenikos Theotokopoulos); Bartolomé Estebán Murillo; Francisco de Zurbarán,"Spanish, Fuendetodos 1746–1828 Bordeaux|Spanish, Seville 1617–1682 Seville|Spanish, Plasencia (?) 1510/11–1586 Alcántara|Spanish, Granada 1601–1667 Granada|American, 1854–1918|American, London 1852–1931 Poughkeepsie, New York| |Spanish, Seville 1599–1660 Madrid|Spanish, Játiva 1591–1652 Naples|American, active 1880–1920|Greek, Iráklion (Candia) 1541–1614 Toledo|Spanish, Seville 1617–1682 Seville|Spanish, Fuente de Cantos 1598–1664 Madrid",1907,1907,1907,Wood engravings on Japan paper,14 3/4 × 10 1/4 × 1 1/2 in. (37.5 × 26 × 3.8 cm),New York,,http://www.metmuseum.org/art/collection/search/347023,
347187,False,Drawings and Prints,1954.0,Book,"Atlas de Cranioscopie, 2 vols.",,Carl Gustav Carus; Franz Seraph Hanfstaengl; August Weichardt,"German, Leipzig 1789–1869 Dresden|German, Baiernrain 1804–1877 Munich|German, active 19th century",1843,1843,1843,Lithographs,each about 14 9/16 × 11 1/4 × 3 15/16 in. (37 × 28.5 × 10 cm),Leipzig,,http://www.metmuseum.org/art/collection/search/347187,
892141,False,The Libraries,,,Black light,,Sheryl Oppenheim,"American, born 1983",2014,2014,2014,,1 volume (unpaged) : all illustrations ; Height: 9 7/16 in. (24 cm),Brooklyn,,http://www.metmuseum.org/art/collection/search/892141,
353632,False,Drawings and Prints,1984.0,"Book, Ornament and architecture",The Chair-Maker's Guide; Being upwards of Two Hundred New and Genteel Designs,,Robert Sayer; Robert Manwaring; Matthew Darly; Ince and Mayhew; Copland,"British, Sunderland 1725–1794 Bath|British, active 1760–ca. 1770|British, ca. 1720–1780 London|British, London 1758/9–1811|British, active ca. 1766",1766,1766,1766,Illustrations: etching and engraving,8 11/16 x 5 11/16 x 7/8 in. (22 x 14.5 x 2.3 cm),London,,http://www.metmuseum.org/art/collection/search/353632,
421929,False,Drawings and Prints,1967.0,Print,L'Apocalypse,,Georges de Pogédaïeff,"Russian, 1897–1971",[1948],1948,1948,"Etching, 5th state",Plate: 12 5/8 x 9 15/16 in. (32.1 x 25.2 cm),Paris,,http://www.metmuseum.org/art/collection/search/421929,
452635,True,Islamic Art,1974.0,Folio from an illustrated manuscript,"""Rustam Comes from Kabul to Pay Homage to Kai Khusrau"", Folio from a Shahnama (Book of Kings) of Firdausi",,Abu'l Qasim Firdausi,"Iranian, Paj ca. 940/41–1020 Tus",ca. 1330–40,1305,1365,"Opaque watercolor, ink, silver, and gold on paper","Page: 
        H. 8 1/16 in. (20.5 cm)
        W. 5 1/4 in. (13.3 cm)
Painting: 
       H. 1 15/16 in. (4.9 cm)
       W. 4 1/4 in. (10.8 cm)",probably Isfahan,Men,http://www.metmuseum.org/art/collection/search/452635,
377552,False,Drawings and Prints,1985.0,Print,Advertising Card for a Candleholder: No. 33 Oom Paul,,Charles Rohlfs,"American, Brooklyn, New York 1853–1936 Buffalo, New York",1907,1907,1907,"Half-tone commercial process, printed in brown ink on glossy wove paper",sheet: 6 x 3 1/2 in. (15.2 x 8.9 cm),Buffalo,,http://www.metmuseum.org/art/collection/search/377552,
646598,True,Drawings and Prints,1958.0,Print,"The last meal of Mary, Queen of Scots",,"Mary, Queen of Scots; Bertauts; Henri Auguste Calixte César Serrur; Charles Bour","British, Linlithgow 1542–1587 Fotheringhay| |French, Lambersart 1794–1865 Paris|French, Lunéville 1814–1881 Lunéville",ca. 1840,1835,1845,Lithograph,Sheet: 9 1/2 × 12 1/4 in. (24.2 × 31.1 cm),Paris,"Food, Men, Women, Dining, Mary Queen of Scots",http://www.metmuseum.org/art/collection/search/646598,
851637,True,Arms and Armor,1932,Armor garniture,"Armor Garniture of George Clifford (1558–1605), Third Earl of Cumberland","British, Greenwich",Jacob Halder,"British, master armorer at the royal workshops at Greenwich, documented in England 1558–1608",1586,1586,1586,"Steel, gold, leather, textile",H. 69 1/2 in. (176.5 cm); Wt. 60 lb. (27.2 kg),Greenwich,,http://www.metmuseum.org/art/collection/search/851637,https://www.wikidata.org/wiki/Q29383139
345353,False,Drawings and Prints,1960.0,Book,"Architectonographie des prisons ou parallèle des systèmes de distribution dont les prisons sont susceptibles, selon le nombre et la nature de la population, létendue et la forme des terrains.",,Louis Pierre Baltard,"French, Paris 1764–1846 Paris",1829,1829,1829,Printed book with etching,18 11/16 × 12 5/16 × 13/16 in. (47.5 × 31.3 × 2 cm),Paris,,http://www.metmuseum.org/art/collection/search/345353,
1409,False,The American Wing,1980.0,Capital,Capital,American,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona",ca. 1897,1894,1897,Painted plaster,3 1/2 x 8 x 11 in. (8.9 x 20.3 x 27.9 cm),Chicago,Capitals,http://www.metmuseum.org/art/collection/search/1409,https://www.wikidata.org/wiki/Q116390639
348464,False,Drawings and Prints,1960.0,Book,Catalogue and price list. . .of artists' materials,,Edward Dechaux; John A. Gray,"New York and Paris|American, active New York, 19th century",1860,1860,1860,Commercial process,7 3/16 x 4 3/4 in. (18.3 x 12 cm),New York,,http://www.metmuseum.org/art/collection/search/348464,
9961,False,The American Wing,1946.0,Wine glass,Wine Glass,American,"Bakewell, Pears and Company",1836–1882,1850–70,1850,1870,Pressed glass,H. 4 3/16 in. (10.6 cm),Pittsburgh,,http://www.metmuseum.org/art/collection/search/9961,https://www.wikidata.org/wiki/Q116393299
728503,False,Drawings and Prints,1991.0,"Book Prints Ornament, Architecture","Nouvelles Compositions Décoratives, 1re Série, Pl. 31",,Georges Rémon; Serge Gladky; Editions d'Art Charles Moreau,"French|French, active 1920–30s|French",[ca. 1930],1925,1935,Pochoir,"Sheet: 12 3/4 × 9 3/4 in. (32.4 × 24.7 cm)
Album: 13 1/8 × 10 13/16 × 15/16 in. (33.3 × 27.5 × 2.4 cm)",Paris,,http://www.metmuseum.org/art/collection/search/728503,
6151,True,The American Wing,1943.0,Plate,Plate,American,Jehiel Johnson,ca. 1784–1833,1815–25,1815,1825,Pewter,H. 1/2 in. (1.3 cm); Diam. 8 in. (20.3 cm),Fayetteville|Middletown,,http://www.metmuseum.org/art/collection/search/6151,https://www.wikidata.org/wiki/Q116365026
312044,False,Arts of Africa  Oceania  and the Americas,1978.0,Bark painting,Painting from a Ceremonial House Ceiling,"Kwoma, Amachi-Kalaba clan","Artists of Mariwai Village; Numei, Amachi Kalaba",|,1970,1970,1970,"Sago palm spathe, paint",H. 58 x W. 15 1/2 in. (147.3 x 39.4 cm),Mariwai village,,http://www.metmuseum.org/art/collection/search/312044,
376753,False,Drawings and Prints,1941.0,"Book, Ornament and architecture",Los diez libros de arquitectura de Leon Battista Alberto,,Leon Battista Alberti; Isidoro Lopez; D. R. B.,"Italian, Genoa 1404–1472 Rome|Spanish|Spanish, 18th century",1797,1797,1797,Printed book,Overall: 8 x 5 11/16 x 13/16 in. (20.3 x 14.5 x 2 cm),Alcala,,http://www.metmuseum.org/art/collection/search/376753,
351360,False,Drawings and Prints,1944.0,Book,"Hand-Book of Knitting, Netting , Tatting and Berlin Work",,"George S. Appleton, Philadelphia",,1849,1849,1849,,4 1/2 x 3 3/8 in. (11.5 x 8.5 cm),Philadelphia,,http://www.metmuseum.org/art/collection/search/351360,
346189,False,Drawings and Prints,1928.0,Book,Blue Beard,,R. O'Connell; I. Knebel; S-Té R. Golicke & A. Wilborg; Charles Perrault,"active 1914| | |French, Paris 1628–1703 Paris",1914,1914,1914,Commercial color process,Overall: 11 15/16 x 9 1/16 x 1/16 in. (30.4 x 23 x 0.2 cm),St. Petersburg|Moscow,,http://www.metmuseum.org/art/collection/search/346189,
371631,False,Drawings and Prints,1941.0,Book,L'architettura di Vitruvio tradotta in italiano da Quirico Viviani illustrata con note critiche ed ampliata di aggiunte intorno ad ogni genere di costruzione antica e moderna,,Marcus Pollio Vitruvius; Vincenzo Tuzzi; Fratelli Mattiuzzi; Querico Viviani,"Roman, active late 1st century BCE|Italian|Italian, active 19th century|Italian",1830–32,1830,1832,Printed book with engraved illustrations,Overall: 9 x 5 1/2 x 13/16 in. (22.8 x 14 x 2.1 cm),Udine,,http://www.metmuseum.org/art/collection/search/371631,
434990,False,Drawings and Prints,1929.0,"Print collection ornament, architecture","Reverse copy of a design with a trophy of arms impaled on a tree, from Montants de trophées d'armes à l'antique, left-hand side of plate 2",,Jean Le Pautre,"French, Paris 1618–1682 Paris",17th century,1633,1682,Etching,"Mount: 9 7/16 × 12 7/8 in. (24 × 32.7 cm)
Sheet: 8 7/16 × 2 5/8 in. (21.5 × 6.6 cm)",Paris,,http://www.metmuseum.org/art/collection/search/434990,
